#id,name,icon,r1,g1,b1,r2,g2,b2,gltf,ddsd,ddsc,haircutting,
-1,없음,-1,0,0,0,0,0,0,
11400129,베이직 칼라 니트 (여),11400129,170,47,47,96,19,19,11400129_F_CLBasicKnit.gltf,11400128_c_clbasicknit_d.png,11400128_c_clbasicknit_c.png,0,
11400130,슬림 모직 재킷 (남),11400130,132,130,120,68,68,65,11400130_M_CLSlimJacket.gltf,11400130_m_clslimjacket_d.png,11400130_m_clslimjacket_c.png,0,
11400131,슬림 모직 재킷 (여),11400131,132,130,120,68,68,65,11400131_F_CLSlimJacket.gltf,11400131_f_clslimjacket_d.png,11400131_f_clslimjacket_c.png,0,
11400132,명예로운 용사의 전투갑옷,11409996,63,59,51,20,18,15,11400006_F_CLSavagery.gltf,11400007_c_clsavagery_d.png,11400007_c_clsavagery_c.png,0,
11400133,명예로운 용사의 집중갑옷,11409998,63,59,51,20,18,15,11400065_F_CLPhoenixPiette.gltf,11400065_f_clphoenixpiette_d.png,11400065_f_clphoenixpiette_c.png,0,
11400134,명예로운 용사의 혼란갑옷,11400039,63,59,51,20,18,15,01400019_F_FunkRaderJacket.gltf,01400019_f_funkraderjacket_d.png,01400019_f_funkraderjacket_c.png,0,
11400135,레인보우 후드 (남),11400096,63,59,51,20,18,15,11400096_M_CLRainBow.gltf,11400096_m_clrainbow_d.png,11400096_m_clrainbow_c.png,0,
11400136,레인보우 후드 (여),11400097,249,137,77,147,60,20,11400097_F_CLRainBow.gltf,11400097_f_clrainbow_d.png,11400097_f_clrainbow_c.png,0,
11400137,라운드 반팔 티셔츠 (남),11400137,63,59,51,20,18,15,11400137_M_RoundShortsleeved.gltf,11400137_m_roundshortsleeved_d.png,11400137_m_roundshortsleeved_c.png,0,
11400138,라운드 반팔 티셔츠 (여),11400138,63,59,51,20,18,15,11400138_F_RoundShortsleeved.gltf,11400138_f_roundshortsleeved_d.png,11400138_f_roundshortsleeved_c.png,0,
11400141,라운드 긴팔 티셔츠 (남),11400141,63,59,51,20,18,15,11400141_M_RoundTshirts.gltf,11400141_m_roundtshirts_d.png,11400141_m_roundtshirts_c.png,0,
11400142,라운드 긴팔 티셔츠 (여),11400142,63,59,51,20,18,15,11400142_F_RoundTshirts.gltf,11400142_f_roundtshirts_d.png,11400142_f_roundtshirts_c.png,0,
11400145,브이넥 반팔 티셔츠 (남),11400145,63,59,51,20,18,15,11400145_M_VneckShortsleeved.gltf,11400145_m_vneckshortsleeved_d.png,11400145_m_vneckshortsleeved_c.png,0,
11400146,브이넥 반팔 티셔츠 (여),11400146,63,59,51,20,18,15,11400146_F_VneckShortsleeved.gltf,11400146_f_vneckshortsleeved_d.png,11400146_f_vneckshortsleeved_c.png,0,
11400149,브이넥 긴팔 티셔츠 (남),11400149,63,59,51,20,18,15,11400149_M_VneckTshirts.gltf,11400149_m_vnecktshirts_d.png,11400149_m_vnecktshirts_c.png,0,
11400150,브이넥 긴팔 티셔츠 (여),11400150,63,59,51,20,18,15,11400150_F_VneckTshirts.gltf,11400150_f_vnecktshirts_d.png,11400150_f_vnecktshirts_c.png,0,
11400153,후드 반팔 티셔츠 (남),11400153,63,59,51,20,18,15,11400153_M_HoodShortsleeved.gltf,11400151_m_hoodsleeveless_d.png,11400151_m_hoodsleeveless_c.png,0,
11400154,후드 반팔 티셔츠 (여),11400154,63,59,51,20,18,15,11400154_F_HoodShortsleeved.gltf,11400151_m_hoodsleeveless_d.png,11400151_m_hoodsleeveless_c.png,0,
11400157,후드 긴팔 티셔츠 (남),11400157,63,59,51,20,18,15,11400157_M_HoodTshirts.gltf,11400151_m_hoodsleeveless_d.png,11400151_m_hoodsleeveless_c.png,0,
11400158,후드 긴팔 티셔츠 (여),11400158,63,59,51,20,18,15,11400158_F_HoodTshirts.gltf,11400151_m_hoodsleeveless_d.png,11400151_m_hoodsleeveless_c.png,0,
11400199,광선의 전사 상의,11400007,63,59,51,20,18,15,11400006_F_Viking.gltf,11400006_f_viking_d.png,11400006_f_viking_c.png,0,
11400200,광선의 도적 상의,11400013,63,59,51,20,18,15,11400031_F_FirstDegree.gltf,11400031_f_firstdegree_d.png,11400031_f_firstdegree_c.png,0,
11400201,경량의 전사 상의,11400084,63,59,51,20,18,15,11400007_F_RollingThunderBlackbone.gltf,11400007_c_rollingthunderblackbone_d.png,11400007_c_rollingthunderblackbone_c.png,0,
11400202,경량의 도적 상의,11400085,63,59,51,20,18,15,11400032_F_NinjaUniform.gltf,11400032_f_ninjauniform_d.png,11400032_f_ninjauniform_c.png,0,
11400203,견고한 전사 상의,11400049,63,59,51,20,18,15,11400049_F_CLCrusadesSergeant.gltf,11400049_f_clcrusadessergeant_d.png,11400051_f_clgoldencrusadessergeant_c.png,0,
11400204,견고한 도적 상의,11400015,63,59,51,20,18,15,11400033_F_CLPirateJacket.gltf,11400033_f_clpiratejacket_d.png,11400033_f_clpiratejacket_c.png,0,
11400205,야수의 전사 상의,11400007,63,59,51,20,18,15,11400006_F_Viking.gltf,11400006_f_viking_d.png,11400006_f_viking_c.png,0,
11400206,야수의 도적 상의,11400013,63,59,51,20,18,15,11400031_F_FirstDegree.gltf,11400031_f_firstdegree_d.png,11400031_f_firstdegree_c.png,0,
11400207,거구의 전사 상의,11400084,63,59,51,20,18,15,11400007_F_RollingThunderBlackbone.gltf,11400007_c_rollingthunderblackbone_d.png,11400007_c_rollingthunderblackbone_c.png,0,
11400208,거구의 도적 상의,11400085,63,59,51,20,18,15,11400032_F_NinjaUniform.gltf,11400032_f_ninjauniform_d.png,11400032_f_ninjauniform_c.png,0,
11400209,짐승의 전사 상의,11400049,63,59,51,20,18,15,11400049_F_CLCrusadesSergeant.gltf,11400049_f_clcrusadessergeant_d.png,11400051_f_clgoldencrusadessergeant_c.png,0,
11400210,짐승의 도적 상의,11400015,63,59,51,20,18,15,11400033_F_CLPirateJacket.gltf,11400033_f_clpiratejacket_d.png,11400033_f_clpiratejacket_c.png,0,
